date,open,high,low,close
2025-02-18 00:35:00,1.04801,1.04805,1.04792,1.04792
2025-02-18 00:36:00,1.04794,1.04794,1.04784,1.04787
2025-02-18 00:37:00,1.04787,1.04794,1.04776,1.04784
2025-02-18 00:38:00,1.04785,1.04786,1.04775,1.0478
2025-02-18 00:39:00,1.04778,1.0478,1.0477,1.0477
2025-02-18 00:40:00,1.04772,1.04793,1.04769,1.04787
2025-02-18 00:41:00,1.04789,1.04793,1.04775,1.04778
2025-02-18 00:42:00,1.04778,1.04779,1.0477,1.04775
2025-02-18 00:43:00,1.04776,1.04778,1.04763,1.04768
2025-02-18 00:44:00,1.04765,1.04773,1.04762,1.04767
2025-02-18 00:45:00,1.04767,1.04778,1.04764,1.04768
2025-02-18 00:46:00,1.04768,1.04775,1.04763,1.04773
2025-02-18 00:47:00,1.04771,1.0478,1.04766,1.04777
2025-02-18 00:48:00,1.04778,1.04781,1.04766,1.04768
2025-02-18 00:49:00,1.0477,1.0477,1.04758,1.04761
2025-02-18 00:50:00,1.04764,1.04765,1.04755,1.04759
2025-02-18 00:51:00,1.04761,1.04765,1.04754,1.04763
2025-02-18 00:52:00,1.04761,1.04765,1.04751,1.04763
2025-02-18 00:53:00,1.0476,1.04765,1.0475,1.04752
2025-02-18 00:54:00,1.04754,1.0476,1.04746,1.0476
2025-02-18 00:55:00,1.0476,1.04761,1.0475,1.04753
2025-02-18 00:56:00,1.04753,1.04758,1.04745,1.04746
2025-02-18 00:57:00,1.04745,1.04752,1.04729,1.04742
2025-02-18 00:58:00,1.04743,1.04751,1.0474,1.04746
2025-02-18 00:59:00,1.04746,1.04752,1.0474,1.04751
2025-02-18 01:00:00,1.04751,1.04754,1.04739,1.04747
2025-02-18 01:01:00,1.04748,1.04751,1.04741,1.04746
2025-02-18 01:02:00,1.04743,1.04748,1.04733,1.04734
2025-02-18 01:03:00,1.04736,1.04755,1.04732,1.04743
2025-02-18 01:04:00,1.04741,1.04755,1.04738,1.04751
2025-02-18 01:05:00,1.0475,1.04758,1.04746,1.04751
2025-02-18 01:06:00,1.04749,1.04752,1.04741,1.04746
2025-02-18 01:07:00,1.04748,1.04749,1.04733,1.0474
2025-02-18 01:08:00,1.04739,1.04744,1.04731,1.04739
2025-02-18 01:09:00,1.04738,1.04744,1.04732,1.04739
2025-02-18 01:10:00,1.04737,1.04738,1.0472,1.04722
2025-02-18 01:11:00,1.04724,1.04733,1.04719,1.04731
2025-02-18 01:12:00,1.04731,1.04736,1.0471,1.04715
2025-02-18 01:13:00,1.04717,1.04719,1.04707,1.04711
2025-02-18 01:14:00,1.04711,1.04712,1.047,1.04705
2025-02-18 01:15:00,1.04703,1.04719,1.04699,1.04706
2025-02-18 01:16:00,1.04706,1.04712,1.04703,1.04705
2025-02-18 01:17:00,1.04704,1.04716,1.04698,1.04714
2025-02-18 01:18:00,1.04714,1.04718,1.04699,1.04703
2025-02-18 01:19:00,1.04702,1.04706,1.0469,1.04692
2025-02-18 01:20:00,1.04692,1.04695,1.04685,1.04692
2025-02-18 01:21:00,1.0469,1.04697,1.04689,1.04692
2025-02-18 01:22:00,1.04692,1.04695,1.04682,1.04685
2025-02-18 01:23:00,1.04686,1.04694,1.04683,1.04691
2025-02-18 01:24:00,1.04692,1.04696,1.04685,1.04686
2025-02-18 01:25:00,1.04689,1.04691,1.04684,1.04684
2025-02-18 01:26:00,1.04685,1.04688,1.04678,1.0468
2025-02-18 01:27:00,1.04681,1.04685,1.04674,1.04676
2025-02-18 01:28:00,1.04676,1.04679,1.04654,1.04655
2025-02-18 01:29:00,1.04655,1.04658,1.0464,1.04644
2025-02-18 01:30:00,1.04644,1.04663,1.04644,1.04652
2025-02-18 01:31:00,1.04655,1.04668,1.04648,1.04661
2025-02-18 01:32:00,1.04661,1.04668,1.04655,1.04656
2025-02-18 01:33:00,1.04657,1.04666,1.04647,1.04659
2025-02-18 01:34:00,1.04661,1.04664,1.04651,1.04657
2025-02-18 01:35:00,1.04653,1.04656,1.04639,1.04648
2025-02-18 01:36:00,1.04649,1.04655,1.04644,1.0465
2025-02-18 01:37:00,1.04652,1.04659,1.04647,1.04653
2025-02-18 01:38:00,1.04655,1.04658,1.04649,1.04653
2025-02-18 01:39:00,1.04657,1.04674,1.04655,1.04662
2025-02-18 01:40:00,1.04663,1.0467,1.04658,1.04666
2025-02-18 01:41:00,1.04668,1.04669,1.04658,1.04662
2025-02-18 01:42:00,1.04661,1.04667,1.04658,1.04661
2025-02-18 01:43:00,1.04661,1.04662,1.04649,1.04656
2025-02-18 01:44:00,1.04657,1.04659,1.04646,1.04652
2025-02-18 01:45:00,1.04653,1.04656,1.04624,1.04631
2025-02-18 01:46:00,1.0463,1.04648,1.04628,1.0464
2025-02-18 01:47:00,1.04637,1.04653,1.04635,1.04641
2025-02-18 01:48:00,1.04643,1.04662,1.0464,1.0466
2025-02-18 01:49:00,1.04658,1.04664,1.04651,1.04658
2025-02-18 01:50:00,1.04662,1.04664,1.04647,1.04651
2025-02-18 01:51:00,1.04652,1.04666,1.04649,1.04661
2025-02-18 01:52:00,1.04662,1.04666,1.04651,1.04657
2025-02-18 01:53:00,1.04657,1.04673,1.04652,1.04671
2025-02-18 01:54:00,1.0467,1.04678,1.04663,1.04664
2025-02-18 01:55:00,1.04663,1.0467,1.04662,1.04666
2025-02-18 01:56:00,1.04666,1.04669,1.04646,1.04649
2025-02-18 01:57:00,1.04649,1.04661,1.04642,1.04649
2025-02-18 01:58:00,1.04648,1.04665,1.04644,1.04662
2025-02-18 01:59:00,1.04662,1.04669,1.04656,1.04662
2025-02-18 02:00:00,1.04663,1.04676,1.04661,1.04669
2025-02-18 02:01:00,1.04668,1.04675,1.04658,1.04658
2025-02-18 02:02:00,1.04662,1.0467,1.04654,1.04667
2025-02-18 02:03:00,1.04667,1.04677,1.04663,1.04675
2025-02-18 02:04:00,1.04676,1.04686,1.04675,1.04683
2025-02-18 02:05:00,1.04682,1.04686,1.04679,1.04685
2025-02-18 02:06:00,1.04685,1.04685,1.04676,1.04678
2025-02-18 02:07:00,1.04677,1.04689,1.04677,1.04682
2025-02-18 02:08:00,1.04679,1.04684,1.04676,1.04679
2025-02-18 02:09:00,1.04678,1.0468,1.04673,1.04679
2025-02-18 02:10:00,1.04677,1.04682,1.04662,1.04663
2025-02-18 02:11:00,1.04663,1.04677,1.04661,1.04674
2025-02-18 02:12:00,1.04674,1.04684,1.0467,1.0468
2025-02-18 02:13:00,1.04679,1.04686,1.04671,1.04685
2025-02-18 02:14:00,1.04685,1.04695,1.04682,1.04684
2025-02-18 02:15:00,1.04684,1.04691,1.04682,1.04686
2025-02-18 02:16:00,1.04682,1.04696,1.04678,1.04688
2025-02-18 02:17:00,1.04691,1.04701,1.04685,1.0469
2025-02-18 02:18:00,1.04693,1.04693,1.04682,1.04686
2025-02-18 02:19:00,1.04685,1.04692,1.0468,1.04689
2025-02-18 02:20:00,1.04689,1.04693,1.04686,1.0469
2025-02-18 02:21:00,1.04688,1.04695,1.04681,1.04687
2025-02-18 02:22:00,1.04687,1.0469,1.04675,1.04678
2025-02-18 02:23:00,1.04678,1.04681,1.04673,1.0468
2025-02-18 02:24:00,1.04679,1.04682,1.04671,1.04676
2025-02-18 02:25:00,1.04676,1.04692,1.04671,1.04687
2025-02-18 02:26:00,1.04689,1.0469,1.04676,1.04681
2025-02-18 02:27:00,1.04679,1.04682,1.04671,1.04671
2025-02-18 02:28:00,1.0467,1.04677,1.04666,1.0467
2025-02-18 02:29:00,1.0467,1.04676,1.04665,1.04673
2025-02-18 02:30:00,1.04672,1.04682,1.0467,1.04678
2025-02-18 02:31:00,1.04681,1.04682,1.04665,1.04667
2025-02-18 02:32:00,1.04666,1.0468,1.04666,1.04672
2025-02-18 02:33:00,1.04673,1.04683,1.04672,1.04681
2025-02-18 02:34:00,1.04679,1.04688,1.04678,1.04686
2025-02-18 02:35:00,1.04686,1.0469,1.04673,1.04676
2025-02-18 02:36:00,1.04677,1.04688,1.04676,1.04687
2025-02-18 02:37:00,1.04687,1.04702,1.04685,1.04697
2025-02-18 02:38:00,1.04697,1.04705,1.0469,1.04698
2025-02-18 02:39:00,1.04703,1.04709,1.04696,1.04706
2025-02-18 02:40:00,1.04705,1.04709,1.04697,1.04705
2025-02-18 02:41:00,1.04704,1.04705,1.0469,1.04692
2025-02-18 02:42:00,1.04691,1.04697,1.04676,1.04684
2025-02-18 02:43:00,1.04686,1.04691,1.04678,1.0468
2025-02-18 02:44:00,1.04682,1.04685,1.04677,1.04681
2025-02-18 02:45:00,1.04678,1.04683,1.04671,1.04679
2025-02-18 02:46:00,1.04678,1.04681,1.04669,1.04671
2025-02-18 02:47:00,1.04671,1.04675,1.04665,1.0467
2025-02-18 02:48:00,1.0467,1.04679,1.0467,1.04679
2025-02-18 02:49:00,1.04678,1.04687,1.04672,1.04683
2025-02-18 02:50:00,1.04685,1.04689,1.04679,1.04683
2025-02-18 02:51:00,1.04685,1.04694,1.04682,1.04692
2025-02-18 02:52:00,1.04693,1.04697,1.04688,1.04693
2025-02-18 02:53:00,1.04692,1.04696,1.04677,1.04678
2025-02-18 02:54:00,1.04678,1.04688,1.04677,1.04688
2025-02-18 02:55:00,1.04687,1.04689,1.0468,1.04685
2025-02-18 02:56:00,1.04683,1.0469,1.04681,1.04686
2025-02-18 02:57:00,1.04687,1.04691,1.04676,1.04678
2025-02-18 02:58:00,1.04678,1.04684,1.04675,1.04678
2025-02-18 02:59:00,1.04677,1.04682,1.04673,1.04676
2025-02-18 03:00:00,1.04675,1.0469,1.04675,1.04685
2025-02-18 03:01:00,1.04686,1.04689,1.0468,1.04689
2025-02-18 03:02:00,1.04688,1.04698,1.04683,1.04694
2025-02-18 03:03:00,1.04693,1.04698,1.0469,1.04694
2025-02-18 03:04:00,1.04695,1.04695,1.0468,1.04682
2025-02-18 03:05:00,1.04682,1.04685,1.04675,1.04679
2025-02-18 03:06:00,1.04677,1.0468,1.04657,1.04662
2025-02-18 03:07:00,1.04661,1.04663,1.04656,1.04658
2025-02-18 03:08:00,1.04659,1.04668,1.04655,1.04663
2025-02-18 03:09:00,1.04658,1.04667,1.04644,1.0465
2025-02-18 03:10:00,1.0465,1.04656,1.04646,1.04652
2025-02-18 03:11:00,1.0465,1.04653,1.04645,1.04651
2025-02-18 03:12:00,1.0465,1.04655,1.04642,1.04645
2025-02-18 03:13:00,1.04643,1.04651,1.04638,1.04644
2025-02-18 03:14:00,1.04644,1.04648,1.0464,1.04643
2025-02-18 03:15:00,1.04641,1.04655,1.0464,1.04647
2025-02-18 03:16:00,1.04647,1.04662,1.04644,1.04659
2025-02-18 03:17:00,1.04661,1.04666,1.04655,1.04659
2025-02-18 03:18:00,1.04662,1.04664,1.04656,1.04659
2025-02-18 03:19:00,1.04658,1.04664,1.04655,1.04656
2025-02-18 03:20:00,1.04656,1.04671,1.04656,1.04662
2025-02-18 03:21:00,1.04663,1.04686,1.04661,1.04679
2025-02-18 03:22:00,1.0468,1.04689,1.04673,1.04689
2025-02-18 03:23:00,1.04687,1.0469,1.04674,1.04674
2025-02-18 03:24:00,1.04675,1.04685,1.04675,1.0468
2025-02-18 03:25:00,1.04682,1.04684,1.04677,1.04682
2025-02-18 03:26:00,1.04679,1.04685,1.04677,1.04684
2025-02-18 03:27:00,1.04683,1.04688,1.0468,1.04685
2025-02-18 03:28:00,1.04684,1.04687,1.04673,1.04677
2025-02-18 03:29:00,1.04676,1.04681,1.04666,1.04667
2025-02-18 03:30:00,1.04666,1.04692,1.04653,1.04689
2025-02-18 03:31:00,1.04685,1.04697,1.04675,1.04697
2025-02-18 03:32:00,1.04695,1.04705,1.0469,1.04702
2025-02-18 03:33:00,1.04703,1.0472,1.04698,1.04714
2025-02-18 03:34:00,1.04718,1.04725,1.04706,1.04712
2025-02-18 03:35:00,1.04713,1.04719,1.04695,1.04696
2025-02-18 03:36:00,1.04695,1.04698,1.0467,1.04676
2025-02-18 03:37:00,1.04676,1.0469,1.04672,1.04684
2025-02-18 03:38:00,1.04685,1.04692,1.04678,1.04684
2025-02-18 03:39:00,1.04685,1.04686,1.04675,1.04678
2025-02-18 03:40:00,1.04679,1.04679,1.04667,1.04671
2025-02-18 03:41:00,1.0467,1.04676,1.04663,1.04666
2025-02-18 03:42:00,1.04669,1.0467,1.04654,1.0466
2025-02-18 03:43:00,1.04659,1.04665,1.04656,1.04661
2025-02-18 03:44:00,1.0466,1.04672,1.04658,1.04668
2025-02-18 03:45:00,1.04671,1.04671,1.04656,1.04657
2025-02-18 03:46:00,1.04658,1.0467,1.04657,1.04662
2025-02-18 03:47:00,1.04661,1.04666,1.04649,1.04655
2025-02-18 03:48:00,1.04651,1.04661,1.04649,1.04659
2025-02-18 03:49:00,1.04658,1.04659,1.04646,1.04646
2025-02-18 03:50:00,1.04648,1.04655,1.04646,1.04653
2025-02-18 03:51:00,1.04652,1.04654,1.04639,1.04644
2025-02-18 03:52:00,1.04644,1.04645,1.04634,1.04636
2025-02-18 03:53:00,1.04637,1.04637,1.04625,1.04629
2025-02-18 03:54:00,1.04631,1.04636,1.04624,1.04628
2025-02-18 03:55:00,1.04626,1.04634,1.04621,1.04622
2025-02-18 03:56:00,1.04624,1.04628,1.04618,1.04623
2025-02-18 03:57:00,1.04622,1.04634,1.04617,1.0463
2025-02-18 03:58:00,1.0463,1.04637,1.04628,1.04634
2025-02-18 03:59:00,1.04635,1.04637,1.04624,1.04632
2025-02-18 04:00:00,1.04631,1.04633,1.04619,1.04625
2025-02-18 04:01:00,1.04627,1.04629,1.04605,1.04608
2025-02-18 04:02:00,1.04607,1.04622,1.04603,1.04614
2025-02-18 04:03:00,1.0461,1.04619,1.04607,1.04618
2025-02-18 04:04:00,1.04615,1.04624,1.04614,1.04619
2025-02-18 04:05:00,1.04619,1.04629,1.04619,1.04626
2025-02-18 04:06:00,1.04625,1.04629,1.04622,1.04624
2025-02-18 04:07:00,1.04626,1.04628,1.04616,1.04621
2025-02-18 04:08:00,1.04622,1.04627,1.04616,1.04621
2025-02-18 04:09:00,1.04624,1.04627,1.04617,1.04622
2025-02-18 04:10:00,1.04622,1.04628,1.04615,1.0462
2025-02-18 04:11:00,1.04619,1.04625,1.04615,1.04624
2025-02-18 04:12:00,1.04622,1.04623,1.04614,1.04617
2025-02-18 04:13:00,1.04616,1.04623,1.04615,1.04621
2025-02-18 04:14:00,1.04619,1.04628,1.04616,1.04624
2025-02-18 04:15:00,1.04626,1.04629,1.04617,1.04627
2025-02-18 04:16:00,1.04627,1.04635,1.04623,1.0463
2025-02-18 04:17:00,1.04633,1.04635,1.04628,1.04632
2025-02-18 04:18:00,1.04631,1.04643,1.04631,1.04636
2025-02-18 04:19:00,1.04639,1.04641,1.04624,1.04629
2025-02-18 04:20:00,1.04629,1.04632,1.04612,1.04613
2025-02-18 04:21:00,1.04612,1.04613,1.04598,1.04607
2025-02-18 04:22:00,1.04608,1.04613,1.04598,1.04601
2025-02-18 04:23:00,1.04596,1.04603,1.04589,1.04597
2025-02-18 04:24:00,1.04596,1.04602,1.04591,1.046
2025-02-18 04:25:00,1.04596,1.04601,1.0459,1.04596
2025-02-18 04:26:00,1.04593,1.04601,1.04588,1.04599
2025-02-18 04:27:00,1.04598,1.04601,1.04592,1.04596
2025-02-18 04:28:00,1.04594,1.046,1.04589,1.04594
2025-02-18 04:29:00,1.04594,1.04595,1.04589,1.0459
2025-02-18 04:30:00,1.04592,1.04596,1.04589,1.04595
2025-02-18 04:31:00,1.04591,1.04596,1.04589,1.0459
2025-02-18 04:32:00,1.04591,1.046,1.0458,1.04599
2025-02-18 04:33:00,1.04597,1.04605,1.04584,1.0459
2025-02-18 04:34:00,1.0459,1.04591,1.04579,1.04584
2025-02-18 04:35:00,1.04584,1.04594,1.0458,1.04584
2025-02-18 04:36:00,1.04585,1.04588,1.04574,1.04574
2025-02-18 04:37:00,1.04575,1.04581,1.04573,1.04575
2025-02-18 04:38:00,1.04576,1.04583,1.04568,1.04568
2025-02-18 04:39:00,1.04571,1.04577,1.04562,1.04571
2025-02-18 04:40:00,1.0457,1.04574,1.04568,1.0457
2025-02-18 04:41:00,1.04571,1.04581,1.04566,1.04568
2025-02-18 04:42:00,1.04567,1.04571,1.04557,1.0456
2025-02-18 04:43:00,1.0456,1.0457,1.04555,1.04567
2025-02-18 04:44:00,1.04568,1.04582,1.04566,1.04578
2025-02-18 04:45:00,1.04575,1.0458,1.04555,1.04561
2025-02-18 04:46:00,1.04559,1.04567,1.04553,1.04564
2025-02-18 04:47:00,1.04563,1.0457,1.04559,1.04564
2025-02-18 04:48:00,1.04567,1.04572,1.04561,1.04568
2025-02-18 04:49:00,1.0457,1.04577,1.04568,1.04572
2025-02-18 04:50:00,1.04573,1.04575,1.04561,1.04561
2025-02-18 04:51:00,1.04562,1.0457,1.04555,1.04557
2025-02-18 04:52:00,1.04556,1.04566,1.04553,1.0456
2025-02-18 04:53:00,1.0456,1.04568,1.04556,1.04567
2025-02-18 04:54:00,1.04565,1.0457,1.04559,1.0456
2025-02-18 04:55:00,1.04563,1.04568,1.04561,1.04566
2025-02-18 04:56:00,1.04566,1.0457,1.04563,1.04566
2025-02-18 04:57:00,1.04567,1.0457,1.04561,1.04566
2025-02-18 04:58:00,1.04565,1.04577,1.04556,1.04571
2025-02-18 04:59:00,1.04574,1.04575,1.04569,1.04571
2025-02-18 05:00:00,1.04571,1.04576,1.04568,1.0457
2025-02-18 05:01:00,1.04572,1.04583,1.04569,1.0458
2025-02-18 05:02:00,1.0458,1.04592,1.04576,1.04592
2025-02-18 05:03:00,1.0459,1.04592,1.04575,1.04578
2025-02-18 05:04:00,1.04577,1.0458,1.04569,1.04573
2025-02-18 05:05:00,1.04574,1.04575,1.04566,1.04569
2025-02-18 05:06:00,1.04569,1.04571,1.04563,1.04564
2025-02-18 05:07:00,1.04565,1.04571,1.04556,1.04563
2025-02-18 05:08:00,1.04563,1.04565,1.04554,1.04558
2025-02-18 05:09:00,1.04559,1.04564,1.04555,1.04562
2025-02-18 05:10:00,1.0456,1.04568,1.04559,1.04562
2025-02-18 05:11:00,1.04562,1.04564,1.04555,1.0456
2025-02-18 05:12:00,1.04562,1.04566,1.04556,1.04559
2025-02-18 05:13:00,1.04558,1.0456,1.04549,1.04556
2025-02-18 05:14:00,1.04557,1.04561,1.04551,1.04556
2025-02-18 05:15:00,1.04557,1.04563,1.04556,1.04559
2025-02-18 05:16:00,1.0456,1.04562,1.04555,1.0456
2025-02-18 05:17:00,1.04556,1.04559,1.04548,1.0455
2025-02-18 05:18:00,1.04553,1.04559,1.04551,1.04557
2025-02-18 05:19:00,1.04558,1.04561,1.04552,1.04556
2025-02-18 05:20:00,1.04561,1.04563,1.04555,1.04559
2025-02-18 05:21:00,1.04559,1.04563,1.04547,1.0455
2025-02-18 05:22:00,1.0455,1.04559,1.04547,1.04557
2025-02-18 05:23:00,1.04555,1.04559,1.04547,1.0455
2025-02-18 05:24:00,1.0455,1.04553,1.04547,1.04551
2025-02-18 05:25:00,1.04553,1.04555,1.04547,1.04554
2025-02-18 05:26:00,1.04551,1.04556,1.04546,1.04553
2025-02-18 05:27:00,1.04553,1.04556,1.04547,1.04551
2025-02-18 05:28:00,1.04549,1.04553,1.04546,1.04548
2025-02-18 05:29:00,1.04547,1.04554,1.04543,1.04547
2025-02-18 05:30:00,1.04548,1.04555,1.04547,1.04551
2025-02-18 05:31:00,1.04552,1.04553,1.04544,1.04548
2025-02-18 05:32:00,1.0455,1.04553,1.04542,1.04549
2025-02-18 05:33:00,1.0455,1.04556,1.04544,1.04553
2025-02-18 05:34:00,1.04553,1.04553,1.04541,1.04549
2025-02-18 05:35:00,1.0455,1.04558,1.04546,1.04551
2025-02-18 05:36:00,1.04552,1.04563,1.0455,1.04555
2025-02-18 05:37:00,1.04552,1.04555,1.04541,1.04547
2025-02-18 05:38:00,1.04548,1.04552,1.04542,1.04547
2025-02-18 05:39:00,1.04549,1.04549,1.04533,1.04534
2025-02-18 05:40:00,1.04534,1.04542,1.04532,1.0454
2025-02-18 05:41:00,1.0454,1.04542,1.04533,1.04536
2025-02-18 05:42:00,1.04536,1.04539,1.04525,1.04529
2025-02-18 05:43:00,1.0453,1.04536,1.04528,1.04531
2025-02-18 05:44:00,1.04529,1.04539,1.04528,1.04535
2025-02-18 05:45:00,1.04536,1.0454,1.04523,1.04528
2025-02-18 05:46:00,1.04524,1.0453,1.04522,1.04524
2025-02-18 05:47:00,1.04523,1.04528,1.04522,1.04526
2025-02-18 05:48:00,1.04524,1.04538,1.04523,1.04533
2025-02-18 05:49:00,1.04536,1.04537,1.0453,1.04533
2025-02-18 05:50:00,1.04534,1.04535,1.04526,1.04529
2025-02-18 05:51:00,1.0453,1.04531,1.04522,1.04525
2025-02-18 05:52:00,1.04526,1.04539,1.04524,1.04534
2025-02-18 05:53:00,1.04536,1.04539,1.04524,1.04526
2025-02-18 05:54:00,1.04528,1.04539,1.04523,1.04537
2025-02-18 05:55:00,1.04536,1.04543,1.04531,1.04537
2025-02-18 05:56:00,1.0454,1.04546,1.0453,1.04535
2025-02-18 05:57:00,1.04534,1.04547,1.04533,1.04546
2025-02-18 05:58:00,1.04541,1.04551,1.04539,1.04549
2025-02-18 05:59:00,1.04548,1.04562,1.04546,1.04549
2025-02-18 06:00:00,1.04551,1.04559,1.04546,1.04554
2025-02-18 06:01:00,1.04553,1.04562,1.04549,1.04561
2025-02-18 06:02:00,1.04561,1.04564,1.04557,1.0456
2025-02-18 06:03:00,1.04561,1.04568,1.04558,1.04566
2025-02-18 06:04:00,1.04568,1.0457,1.04556,1.04562
2025-02-18 06:05:00,1.0456,1.04564,1.04553,1.04554
2025-02-18 06:06:00,1.04557,1.04562,1.04552,1.04559
2025-02-18 06:07:00,1.04561,1.04566,1.04557,1.04563
2025-02-18 06:08:00,1.04562,1.04564,1.04553,1.04555
2025-02-18 06:09:00,1.04557,1.0457,1.04554,1.04568
2025-02-18 06:10:00,1.04566,1.04575,1.04563,1.04573
2025-02-18 06:11:00,1.04574,1.0458,1.04569,1.04574
2025-02-18 06:12:00,1.04575,1.04576,1.04566,1.04574
2025-02-18 06:13:00,1.04574,1.04578,1.04566,1.0457
2025-02-18 06:14:00,1.04569,1.04576,1.04567,1.04567
2025-02-18 06:15:00,1.04568,1.04575,1.04566,1.04568
2025-02-18 06:16:00,1.04568,1.04575,1.04564,1.04566
2025-02-18 06:17:00,1.04568,1.04573,1.0456,1.04566
2025-02-18 06:18:00,1.04563,1.04569,1.0456,1.04566
2025-02-18 06:19:00,1.04568,1.04587,1.04565,1.04581
2025-02-18 06:20:00,1.04581,1.04597,1.04581,1.04597
2025-02-18 06:21:00,1.04594,1.04602,1.04585,1.04585
2025-02-18 06:22:00,1.04584,1.04594,1.04582,1.04588
2025-02-18 06:23:00,1.04585,1.0459,1.0458,1.04585
2025-02-18 06:24:00,1.04584,1.04589,1.04578,1.04585
2025-02-18 06:25:00,1.04583,1.0459,1.04573,1.04587
2025-02-18 06:26:00,1.04587,1.04591,1.04581,1.0459
2025-02-18 06:27:00,1.0459,1.04593,1.04582,1.04585
2025-02-18 06:28:00,1.04586,1.04589,1.0458,1.04583
2025-02-18 06:29:00,1.04582,1.04588,1.04576,1.04584
2025-02-18 06:30:00,1.04588,1.0459,1.04574,1.04574
2025-02-18 06:31:00,1.04575,1.04576,1.04568,1.0457
2025-02-18 06:32:00,1.04572,1.04577,1.04567,1.04569
2025-02-18 06:33:00,1.04571,1.04573,1.04564,1.0457
2025-02-18 06:34:00,1.04569,1.04574,1.04554,1.04558
2025-02-18 06:35:00,1.04556,1.04562,1.04555,1.04558
2025-02-18 06:36:00,1.04561,1.04562,1.04553,1.04554
2025-02-18 06:37:00,1.04555,1.0456,1.04548,1.04551
2025-02-18 06:38:00,1.04552,1.04559,1.04548,1.04556
2025-02-18 06:39:00,1.04557,1.0457,1.04555,1.04566
2025-02-18 06:40:00,1.04568,1.04574,1.04564,1.0457
2025-02-18 06:41:00,1.04568,1.04575,1.04566,1.04568
2025-02-18 06:42:00,1.04571,1.04574,1.04564,1.04568
2025-02-18 06:43:00,1.04569,1.04578,1.04567,1.04575
2025-02-18 06:44:00,1.04577,1.04588,1.04565,1.04585
2025-02-18 06:45:00,1.04584,1.04588,1.0458,1.04584
2025-02-18 06:46:00,1.04586,1.04592,1.04582,1.04586
2025-02-18 06:47:00,1.04584,1.04597,1.04584,1.04589
2025-02-18 06:48:00,1.04589,1.046,1.04589,1.04595
2025-02-18 06:49:00,1.04596,1.04609,1.04593,1.04605
2025-02-18 06:50:00,1.04604,1.04611,1.04602,1.04608
2025-02-18 06:51:00,1.04608,1.04608,1.04595,1.046
2025-02-18 06:52:00,1.04597,1.04604,1.04595,1.04604
2025-02-18 06:53:00,1.046,1.04607,1.046,1.04603
2025-02-18 06:54:00,1.04606,1.04621,1.04602,1.04614
2025-02-18 06:55:00,1.04615,1.04626,1.04613,1.04621
2025-02-18 06:56:00,1.04621,1.04636,1.04608,1.04618
2025-02-18 06:57:00,1.04616,1.04625,1.04614,1.04622
2025-02-18 06:58:00,1.04621,1.04624,1.04615,1.04616
2025-02-18 06:59:00,1.04617,1.04623,1.04611,1.04616
2025-02-18 07:00:00,1.04617,1.04635,1.04603,1.04624
2025-02-18 07:01:00,1.04623,1.04625,1.0461,1.04621
2025-02-18 07:02:00,1.0462,1.04632,1.0462,1.04629
2025-02-18 07:03:00,1.0463,1.04646,1.04625,1.04642
